Area Code,Area,Item Code,Item,Element Code,Element,cat,Unit,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
155,Vanuatu,2914,Vegetable Oils,674,Protein supply quantity (g/capita/day),,g/capita/day,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02
155,Vanuatu,2914,Vegetable Oils,684,Fat supply quantity (g/capita/day),,g/capita/day,15.34,14.47,15.29,14.89,13.48,12.58,12.38,12.77,12.86,12.54
155,Vanuatu,2571,Soyabean Oil,5511,Production,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2571,Soyabean Oil,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2571,Soyabean Oil,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2571,Soyabean Oil,5911,Export Quantity,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2571,Soyabean Oil,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2571,Soyabean Oil,5521,Feed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2571,Soyabean Oil,5527,Seed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2571,Soyabean Oil,5123,Losses,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2571,Soyabean Oil,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
155,Vanuatu,2571,Soyabean Oil,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2571,Soyabean Oil,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,
155,Vanuatu,2571,Soyabean Oil,5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2571,Soyabean Oil,645,Food supply quantity (kg/capita/yr),,kg,0,0,0.04,0.04,0.02,0.02,0.01,0.05,0.05,0.04
155,Vanuatu,2571,Soyabean Oil,664,Food supply (kcal/capita/day),,kcal/capita/day,0,0,1,1,1,1,0,1,1,1
155,Vanuatu,2571,Soyabean Oil,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,
155,Vanuatu,2571,Soyabean Oil,684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0.11,0.11,0.06,0.06,0.02,0.12,0.13,0.11
155,Vanuatu,2572,Groundnut Oil,5511,Production,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2572,Groundnut Oil,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2572,Groundnut Oil,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2572,Groundnut Oil,5911,Export Quantity,,1000 tonnes,,,,,,0,,,,
155,Vanuatu,2572,Groundnut Oil,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2572,Groundnut Oil,5521,Feed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2572,Groundnut Oil,5527,Seed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2572,Groundnut Oil,5123,Losses,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2572,Groundnut Oil,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
155,Vanuatu,2572,Groundnut Oil,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2572,Groundnut Oil,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,
155,Vanuatu,2572,Groundnut Oil,5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2572,Groundnut Oil,645,Food supply quantity (kg/capita/yr),,kg,0.01,0.01,0.03,0.01,0.01,0.01,0,0,0,0
155,Vanuatu,2572,Groundnut Oil,664,Food supply (kcal/capita/day),,kcal/capita/day,0,0,1,0,0,0,0,0,0,0
155,Vanuatu,2572,Groundnut Oil,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,
155,Vanuatu,2572,Groundnut Oil,684,Fat supply quantity (g/capita/day),,g/capita/day,0.02,0.02,0.08,0.03,0.02,0.03,0,0.01,0.01,0
155,Vanuatu,2573,Sunflowerseed Oil,5511,Production,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2573,Sunflowerseed Oil,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2573,Sunflowerseed Oil,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2573,Sunflowerseed Oil,5911,Export Quantity,,1000 tonnes,0,0,0,0,0,,,,,
155,Vanuatu,2573,Sunflowerseed Oil,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2573,Sunflowerseed Oil,5521,Feed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2573,Sunflowerseed Oil,5527,Seed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2573,Sunflowerseed Oil,5123,Losses,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2573,Sunflowerseed Oil,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
155,Vanuatu,2573,Sunflowerseed Oil,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2573,Sunflowerseed Oil,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,
155,Vanuatu,2573,Sunflowerseed Oil,5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2573,Sunflowerseed Oil,645,Food supply quantity (kg/capita/yr),,kg,0,0.32,0.12,0.19,0.06,0.04,0.02,0.08,0.1,0.16
155,Vanuatu,2573,Sunflowerseed Oil,664,Food supply (kcal/capita/day),,kcal/capita/day,0,8,3,5,1,1,1,2,2,4
155,Vanuatu,2573,Sunflowerseed Oil,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,
155,Vanuatu,2573,Sunflowerseed Oil,684,Fat supply quantity (g/capita/day),,g/capita/day,0,0.88,0.32,0.52,0.17,0.12,0.06,0.22,0.28,0.45
155,Vanuatu,2574,Rape and Mustard Oil,5511,Production,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2574,Rape and Mustard Oil,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2574,Rape and Mustard Oil,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2574,Rape and Mustard Oil,5911,Export Quantity,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2574,Rape and Mustard Oil,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2574,Rape and Mustard Oil,5521,Feed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2574,Rape and Mustard Oil,5527,Seed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2574,Rape and Mustard Oil,5123,Losses,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2574,Rape and Mustard Oil,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
155,Vanuatu,2574,Rape and Mustard Oil,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2574,Rape and Mustard Oil,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2574,Rape and Mustard Oil,5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2574,Rape and Mustard Oil,645,Food supply quantity (kg/capita/yr),,kg,0,0.01,0.01,0.01,0.01,0.01,0.01,0.05,0.01,0.1
155,Vanuatu,2574,Rape and Mustard Oil,664,Food supply (kcal/capita/day),,kcal/capita/day,0,0,0,0,0,0,0,1,0,3
155,Vanuatu,2574,Rape and Mustard Oil,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,
155,Vanuatu,2574,Rape and Mustard Oil,684,Fat supply quantity (g/capita/day),,g/capita/day,0,0.02,0.02,0.02,0.02,0.02,0.02,0.13,0.02,0.28
155,Vanuatu,2575,Cottonseed Oil,5511,Production,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2575,Cottonseed Oil,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,,,,,0
155,Vanuatu,2575,Cottonseed Oil,5072,Stock Variation,,1000 tonnes,0,,,,0,0,0,0,0,0
155,Vanuatu,2575,Cottonseed Oil,5911,Export Quantity,,1000 tonnes,0,0,0,0,,,,,,
155,Vanuatu,2575,Cottonseed Oil,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2575,Cottonseed Oil,5521,Feed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2575,Cottonseed Oil,5527,Seed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2575,Cottonseed Oil,5123,Losses,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2575,Cottonseed Oil,5154,Other uses (non-food),,1000 tonnes,,,,,0,,,,,0
155,Vanuatu,2575,Cottonseed Oil,5171,Tourist consumption,,1000 tonnes,,0,,,0,,,,,
155,Vanuatu,2575,Cottonseed Oil,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2575,Cottonseed Oil,5142,Food,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2576,Palmkernel Oil,5511,Production,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2576,Palmkernel Oil,5611,Import Quantity,,1000 tonnes,0,0,0,0,,,,,,
155,Vanuatu,2576,Palmkernel Oil,5072,Stock Variation,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2576,Palmkernel Oil,5911,Export Quantity,,1000 tonnes,0,0,0,0,,,,,,
155,Vanuatu,2576,Palmkernel Oil,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,,,,,,
155,Vanuatu,2576,Palmkernel Oil,5521,Feed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2576,Palmkernel Oil,5527,Seed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2576,Palmkernel Oil,5123,Losses,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2576,Palmkernel Oil,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
155,Vanuatu,2576,Palmkernel Oil,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2576,Palmkernel Oil,5170,Residuals,,1000 tonnes,0,0,0,0,,,,,,
155,Vanuatu,2576,Palmkernel Oil,5142,Food,,1000 tonnes,0,0,0,0,,,,,,
155,Vanuatu,2576,Palmkernel Oil,645,Food supply quantity (kg/capita/yr),,kg,0.67,0.63,0.46,0.39,,,,,,
155,Vanuatu,2576,Palmkernel Oil,664,Food supply (kcal/capita/day),,kcal/capita/day,16,15,11,9,,,,,,
155,Vanuatu,2576,Palmkernel Oil,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,,,,,,
155,Vanuatu,2576,Palmkernel Oil,684,Fat supply quantity (g/capita/day),,g/capita/day,1.82,1.71,1.27,1.07,,,,,,
155,Vanuatu,2577,Palm Oil,5511,Production,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2577,Palm Oil,5611,Import Quantity,,1000 tonnes,0,0,0,0,1,1,1,1,1,1
155,Vanuatu,2577,Palm Oil,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2577,Palm Oil,5911,Export Quantity,,1000 tonnes,0,0,0,0,,,,,,
155,Vanuatu,2577,Palm Oil,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,1,1,1,1,1,1
155,Vanuatu,2577,Palm Oil,5521,Feed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2577,Palm Oil,5527,Seed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2577,Palm Oil,5123,Losses,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2577,Palm Oil,5154,Other uses (non-food),,1000 tonnes,,,,,1,1,1,1,1,
155,Vanuatu,2577,Palm Oil,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,1
155,Vanuatu,2577,Palm Oil,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,
155,Vanuatu,2577,Palm Oil,5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2577,Palm Oil,645,Food supply quantity (kg/capita/yr),,kg,0,0,0.04,0.06,0.06,0.06,0.06,0.06,0.06,0.07
155,Vanuatu,2577,Palm Oil,664,Food supply (kcal/capita/day),,kcal/capita/day,0,0,1,2,2,2,2,2,2,2
155,Vanuatu,2577,Palm Oil,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2577,Palm Oil,684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0.11,0.17,0.18,0.17,0.17,0.17,0.17,0.19
155,Vanuatu,2578,Coconut Oil,5511,Production,,1000 tonnes,11,13,14,9,10,12,13,7,9,10
155,Vanuatu,2578,Coconut Oil,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2578,Coconut Oil,5072,Stock Variation,,1000 tonnes,0,-4,0,0,2,2,3,1,1,1
155,Vanuatu,2578,Coconut Oil,5911,Export Quantity,,1000 tonnes,7,12,10,6,,,,,,2
155,Vanuatu,2578,Coconut Oil,5301,Domestic supply quantity,,1000 tonnes,4,4,4,4,8,10,10,6,8,8
155,Vanuatu,2578,Coconut Oil,5521,Feed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2578,Coconut Oil,5527,Seed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2578,Coconut Oil,5123,Losses,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2578,Coconut Oil,5154,Other uses (non-food),,1000 tonnes,,,,,0,0,0,0,0,
155,Vanuatu,2578,Coconut Oil,5171,Tourist consumption,,1000 tonnes,3,4,3,3,7,9,9,5,7,7
155,Vanuatu,2578,Coconut Oil,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,
155,Vanuatu,2578,Coconut Oil,5142,Food,,1000 tonnes,1,1,1,1,1,1,1,1,1,1
155,Vanuatu,2578,Coconut Oil,645,Food supply quantity (kg/capita/yr),,kg,3.71,2.76,3.68,3.65,3.64,3.62,3.64,3.64,3.67,3.41
155,Vanuatu,2578,Coconut Oil,664,Food supply (kcal/capita/day),,kcal/capita/day,90,67,89,88,88,88,88,88,89,83
155,Vanuatu,2578,Coconut Oil,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,
155,Vanuatu,2578,Coconut Oil,684,Fat supply quantity (g/capita/day),,g/capita/day,10.17,7.57,10.08,10,9.97,9.91,9.97,9.97,10.05,9.34
155,Vanuatu,2579,Sesameseed Oil,5511,Production,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2579,Sesameseed Oil,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2579,Sesameseed Oil,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2579,Sesameseed Oil,5911,Export Quantity,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2579,Sesameseed Oil,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2579,Sesameseed Oil,5521,Feed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2579,Sesameseed Oil,5527,Seed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2579,Sesameseed Oil,5123,Losses,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2579,Sesameseed Oil,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
155,Vanuatu,2579,Sesameseed Oil,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2579,Sesameseed Oil,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,
155,Vanuatu,2579,Sesameseed Oil,5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2579,Sesameseed Oil,645,Food supply quantity (kg/capita/yr),,kg,0.01,0.01,0,0,0,0,0,0,0.01,0
155,Vanuatu,2579,Sesameseed Oil,664,Food supply (kcal/capita/day),,kcal/capita/day,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2579,Sesameseed Oil,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2579,Sesameseed Oil,684,Fat supply quantity (g/capita/day),,g/capita/day,0.03,0.02,0,0.01,0,0,0.01,0,0.02,0.01
155,Vanuatu,2580,Olive Oil,5511,Production,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2580,Olive Oil,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2580,Olive Oil,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,
155,Vanuatu,2580,Olive Oil,5911,Export Quantity,,1000 tonnes,0,0,0,0,,,0,0,0,
155,Vanuatu,2580,Olive Oil,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2580,Olive Oil,5521,Feed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2580,Olive Oil,5527,Seed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2580,Olive Oil,5123,Losses,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2580,Olive Oil,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
155,Vanuatu,2580,Olive Oil,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2580,Olive Oil,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,
155,Vanuatu,2580,Olive Oil,5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2580,Olive Oil,645,Food supply quantity (kg/capita/yr),,kg,0.06,0.35,0.06,0.07,0.08,0.07,0.04,0.06,0.06,0.06
155,Vanuatu,2580,Olive Oil,664,Food supply (kcal/capita/day),,kcal/capita/day,1,8,2,2,2,2,1,1,2,2
155,Vanuatu,2580,Olive Oil,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2580,Olive Oil,684,Fat supply quantity (g/capita/day),,g/capita/day,0.15,0.95,0.18,0.18,0.23,0.19,0.12,0.16,0.18,0.17
155,Vanuatu,2582,Maize Germ Oil,5511,Production,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2582,Maize Germ Oil,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,,
155,Vanuatu,2582,Maize Germ Oil,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,,
155,Vanuatu,2582,Maize Germ Oil,5911,Export Quantity,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2582,Maize Germ Oil,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,
155,Vanuatu,2582,Maize Germ Oil,5521,Feed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2582,Maize Germ Oil,5527,Seed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2582,Maize Germ Oil,5123,Losses,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2582,Maize Germ Oil,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
155,Vanuatu,2582,Maize Germ Oil,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,,
155,Vanuatu,2582,Maize Germ Oil,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,,
155,Vanuatu,2582,Maize Germ Oil,5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,,
155,Vanuatu,2582,Maize Germ Oil,645,Food supply quantity (kg/capita/yr),,kg,0,0,0,0,0,0.01,0,0,,
155,Vanuatu,2582,Maize Germ Oil,664,Food supply (kcal/capita/day),,kcal/capita/day,0,0,0,0,0,0,0,0,,
155,Vanuatu,2582,Maize Germ Oil,674,Protein supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,,
155,Vanuatu,2582,Maize Germ Oil,684,Fat supply quantity (g/capita/day),,g/capita/day,0.01,0.01,0,0,0,0.04,0,0.01,,
155,Vanuatu,2586,"Oilcrops Oil, Other",5511,Production,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2586,"Oilcrops Oil, Other",5611,Import Quantity,,1000 tonnes,1,1,0,0,0,0,0,0,0,0
155,Vanuatu,2586,"Oilcrops Oil, Other",5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2586,"Oilcrops Oil, Other",5911,Export Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2586,"Oilcrops Oil, Other",5301,Domestic supply quantity,,1000 tonnes,1,1,0,0,0,0,0,0,0,0
155,Vanuatu,2586,"Oilcrops Oil, Other",5521,Feed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2586,"Oilcrops Oil, Other",5527,Seed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2586,"Oilcrops Oil, Other",5123,Losses,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2586,"Oilcrops Oil, Other",5154,Other uses (non-food),,1000 tonnes,,,,,0,0,0,0,0,0
155,Vanuatu,2586,"Oilcrops Oil, Other",5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2586,"Oilcrops Oil, Other",5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2586,"Oilcrops Oil, Other",5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2586,"Oilcrops Oil, Other",645,Food supply quantity (kg/capita/yr),,kg,1.31,1.37,1.31,1.18,1.2,0.91,0.9,0.88,0.9,0.89
155,Vanuatu,2586,"Oilcrops Oil, Other",664,Food supply (kcal/capita/day),,kcal/capita/day,28,29,28,25,25,18,18,18,18,18
155,Vanuatu,2586,"Oilcrops Oil, Other",674,Protein supply quantity (g/capita/day),,g/capita/day,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02
155,Vanuatu,2586,"Oilcrops Oil, Other",684,Fat supply quantity (g/capita/day),,g/capita/day,3.12,3.28,3.14,2.78,2.83,2.03,2.01,1.96,2,1.98
155,Vanuatu,2918,Vegetables,5511,Production,,1000 tonnes,12,12,13,13,13,13,13,13,14,14
155,Vanuatu,2918,Vegetables,5611,Import Quantity,,1000 tonnes,1,1,1,1,1,1,1,1,1,1
155,Vanuatu,2918,Vegetables,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2918,Vegetables,5911,Export Quantity,,1000 tonnes,1,1,1,1,0,0,0,0,0,0
155,Vanuatu,2918,Vegetables,5301,Domestic supply quantity,,1000 tonnes,13,13,13,13,14,14,15,15,15,15
155,Vanuatu,2918,Vegetables,5521,Feed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2918,Vegetables,5527,Seed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2918,Vegetables,5123,Losses,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2918,Vegetables,5131,Processing,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2918,Vegetables,5154,Other uses (non-food),,1000 tonnes,,,,,0,0,0,0,0,
155,Vanuatu,2918,Vegetables,5171,Tourist consumption,,1000 tonnes,0,0,0,0,1,1,1,1,0,0
155,Vanuatu,2918,Vegetables,5170,Residuals,,1000 tonnes,-1,-1,-1,-1,0,0,0,0,0,0
155,Vanuatu,2918,Vegetables,5142,Food,,1000 tonnes,13,13,13,13,13,13,14,14,15,15
155,Vanuatu,2918,Vegetables,645,Food supply quantity (kg/capita/yr),,kg,54.19,53.35,52.81,52.06,49.8,49.62,48.89,48.84,49.62,49.02
155,Vanuatu,2918,Vegetables,664,Food supply (kcal/capita/day),,kcal/capita/day,34,34,33,33,31,31,31,31,31,31
155,Vanuatu,2918,Vegetables,674,Protein supply quantity (g/capita/day),,g/capita/day,2.16,2.11,2.07,2.04,1.95,1.94,1.92,1.93,1.95,1.93
155,Vanuatu,2918,Vegetables,684,Fat supply quantity (g/capita/day),,g/capita/day,0.29,0.29,0.29,0.28,0.27,0.26,0.27,0.26,0.27,0.26
155,Vanuatu,2601,Tomatoes and products,5511,Production,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2601,Tomatoes and products,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2601,Tomatoes and products,5072,Stock Variation,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2601,Tomatoes and products,5911,Export Quantity,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2601,Tomatoes and products,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2601,Tomatoes and products,5521,Feed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2601,Tomatoes and products,5527,Seed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2601,Tomatoes and products,5123,Losses,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2601,Tomatoes and products,5131,Processing,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2601,Tomatoes and products,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
155,Vanuatu,2601,Tomatoes and products,5171,Tourist consumption,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2601,Tomatoes and products,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,
155,Vanuatu,2601,Tomatoes and products,5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2601,Tomatoes and products,645,Food supply quantity (kg/capita/yr),,kg,0.25,0.28,0.22,0.26,0.24,0.27,0.27,0.23,0.26,0.2
155,Vanuatu,2601,Tomatoes and products,664,Food supply (kcal/capita/day),,kcal/capita/day,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2601,Tomatoes and products,674,Protein supply quantity (g/capita/day),,g/capita/day,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
155,Vanuatu,2601,Tomatoes and products,684,Fat supply quantity (g/capita/day),,g/capita/day,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2602,Onions,5511,Production,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2602,Onions,5611,Import Quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2602,Onions,5072,Stock Variation,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2602,Onions,5911,Export Quantity,,1000 tonnes,0,0,0,0,,,,,,
155,Vanuatu,2602,Onions,5301,Domestic supply quantity,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2602,Onions,5521,Feed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2602,Onions,5527,Seed,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2602,Onions,5123,Losses,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2602,Onions,5131,Processing,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2602,Onions,5154,Other uses (non-food),,1000 tonnes,,,,,,,,,,
155,Vanuatu,2602,Onions,5171,Tourist consumption,,1000 tonnes,,,,,,,,,,
155,Vanuatu,2602,Onions,5170,Residuals,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
155,Vanuatu,2602,Onions,5142,Food,,1000 tonnes,0,0,0,0,0,0,0,0,0,0
